PassengerId,Age,Fare,Sex,ttl,fgrp,famsize,Ticket,Pclass,Embarked,Survived,pp_0,pp_1
1107,3.7376696182833684,3.7495040759303713,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1109,4.04305126783455,3.7188429074828777,0,1,5,2,117,0,1,0,0.7624558737492467,0.23754412625075325
1110,3.912023005428146,3.744787086052232,1,2,5,2,128,0,0,1,0.18029039984971268,0.8197096001502873
1112,3.4011973816621555,2.6288843311163475,1,3,2,1,0,1,0,1,0.18029039984971268,0.8197096001502873
1113,3.044522437723423,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1114,3.091042453358316,2.3513752571634776,1,2,0,0,0,1,1,1,0.18029039984971268,0.8197096001502873
1115,3.044522437723423,2.0535851271346086,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1116,3.970291913552122,3.3122131507845287,1,2,0,0,0,0,0,1,0.18029039984971268,0.8197096001502873
1118,3.1354942159291497,2.0535851271346086,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1120,3.7013019741124933,2.0215475632609334,0,1,1,0,150,2,1,0,0.8369888141728653,0.16301118582713472
1121,3.58351893845611,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1122,2.6390573296152584,2.5649493574615367,0,1,0,0,173,1,1,0,0.7947703654411402,0.20522963455885973
1123,3.044522437723423,3.279029747687948,1,3,0,0,0,0,1,1,0.18029039984971268,0.8197096001502873
1124,3.044522437723423,1.8711558142080713,0,1,2,1,0,2,1,0,0.8369888141728653,0.16301118582713472
1126,3.6635616461296463,3.5735148978272644,0,1,3,1,1,0,0,0,0.8298104013825928,0.17018959861740734
1127,2.995732273553991,2.061048420562944,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1128,4.1588830833596715,3.6276687230690396,0,1,3,1,125,0,0,0,0.683646872790979,0.316353127209021
1129,2.995732273553991,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1130,2.8903717578961645,2.5649493574615367,1,3,4,2,0,1,1,1,0.18029039984971268,0.8197096001502873
1131,3.871201010907891,3.5688282230461064,1,2,3,1,157,0,0,1,0.18029039984971268,0.8197096001502873
1132,4.007333185232471,3.32218303393412,1,2,0,0,0,0,0,1,0.18029039984971268,0.8197096001502873
1133,3.8066624897703196,2.70805020110221,1,2,5,2,167,1,1,1,0.18029039984971268,0.8197096001502873
1134,3.8066624897703196,3.292126286607793,0,1,5,2,118,0,0,0,0.7079279891129993,0.29207201088700085
1137,3.713572066704308,3.255448805099041,0,1,3,1,146,0,1,0,0.7938368402838333,0.20616315971616683
1138,3.091042453358316,2.3513752571634776,1,2,1,0,206,1,1,1,0.22306081764116903,0.776939182358831
1139,3.7376696182833684,2.3826278006675823,0,1,5,2,135,1,1,0,0.8194866413085407,0.18051335869145943
1140,3.367295829986474,2.5649493574615367,1,2,3,1,83,1,1,1,0.18029039984971268,0.8197096001502873
1142,-0.08338160893905101,1.936941479072553,1,3,5,3,28,1,1,1,0.18029039984971268,0.8197096001502873
1143,2.995732273553991,2.0700223197633445,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1144,3.295836866004329,4.225220766284595,0,1,3,1,214,0,0,0,0.6898261670851318,0.31017383291486816
1145,3.1780538303479458,2.2326989655298792,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1146,3.481240089335692,2.2512917986064953,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1149,3.332204510175204,2.0856720914304723,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1150,2.9444389791664403,2.5649493574615367,1,3,0,0,0,1,1,1,0.18029039984971268,0.8197096001502873
1151,3.044522437723423,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1152,3.597312260588446,2.163323025660538,0,1,3,1,162,2,1,0,0.8369888141728653,0.16301118582713472
1153,3.044522437723423,2.061048420562944,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1154,3.367295829986474,2.03688192726104,1,2,5,2,189,1,1,1,0.18029039984971268,0.8197096001502873
1155,0.0,1.8069189809858774,1,3,5,2,211,2,1,1,0.17528137570765176,0.8247186242923481
1156,3.4011973816621555,2.5445503985488434,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
1161,2.833213344056216,2.1590033645160216,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1162,3.828641396489095,3.627558417982335,0,1,1,0,210,0,0,0,0.7205362993029719,0.2794637006970281
1164,3.258096538021482,4.225220766284595,1,2,3,1,214,0,0,1,0.22306081764116903,0.776939182358831
1167,2.995732273553991,2.5649493574615367,1,3,3,1,186,1,1,1,0.18029039984971268,0.8197096001502873
1168,3.332204510175204,2.3513752571634776,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1169,3.6888794541139363,2.5649493574615367,0,1,3,1,26,1,1,0,0.8369888141728653,0.16301118582713472
1170,3.4011973816621555,2.3513752571634776,0,1,2,1,215,1,1,0,0.7846264268336833,0.2153735731663166
1171,3.091042453358316,2.3513752571634776,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1172,3.1354942159291497,2.1590033645160216,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
1173,-0.2876820724517809,1.5242430663708686,0,4,5,2,212,2,1,1,0.1881888445036307,0.8118111554963694
1175,2.1972245773362196,2.7243040552851014,1,3,5,2,92,2,0,1,0.2658347194905682,0.7341652805094319
1176,0.6931471805599453,1.9076889362351155,1,3,5,2,91,2,1,1,0.25649201930833626,0.7435079806916638
1177,3.58351893845611,1.9810014688665833,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1179,3.1780538303479458,3.7168192279894816,0,1,3,1,201,0,1,0,0.752230064220482,0.24776993577951814
1183,3.4011973816621555,1.9387416595767009,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1185,3.970291913552122,3.306377415017057,0,1,5,2,143,0,1,0,0.7370116784322673,0.2629883215677327
1186,3.58351893845611,2.2512917986064953,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1187,3.258096538021482,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1188,0.0,2.3413056811056445,1,3,5,3,20,1,0,1,0.18029039984971268,0.8197096001502873
1190,3.4011973816621555,3.817712325956905,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1191,3.367295829986474,2.061048420562944,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1192,3.4657359027997265,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1194,3.7612001156935624,2.3513752571634776,0,1,5,1,213,1,1,0,0.8000134533567997,0.19998654664320023
1195,3.1780538303479458,2.1590033645160216,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1197,4.1588830833596715,3.279029747687948,1,2,4,2,0,0,1,1,0.19458081768240842,0.8054191823175916
1198,3.4011973816621555,5.020915603503812,0,1,5,3,107,0,1,0,0.786005919621026,0.2139940803789741
1199,-0.18632957819149348,1.5422291627406504,0,4,5,1,199,2,1,1,0.1997648121339861,0.8002351878660139
1200,4.007333185232471,3.1516670751747506,0,1,5,2,155,0,1,0,0.7370116784322673,0.2629883215677327
1201,3.8066624897703196,1.953616096118536,1,2,3,1,200,2,1,1,0.22306081764116903,0.776939182358831
1202,2.8903717578961645,2.1590033645160216,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1203,3.091042453358316,1.9775472339984959,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1205,3.6109179126442243,2.0476928433652555,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1206,4.007333185232471,3.5236605594589845,1,2,1,0,99,0,0,1,0.18029039984971268,0.8197096001502873
1207,2.833213344056216,2.0455356796500372,1,3,0,0,0,2,2,1,0.18029039984971268,0.8197096001502873
1208,4.04305126783455,3.8885551092330584,0,1,3,1,14,0,0,0,0.7975839731561158,0.2024160268438841
1209,2.9444389791664403,2.3513752571634776,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1210,3.295836866004329,2.061048420562944,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1211,3.091042453358316,2.3513752571634776,0,1,3,2,203,1,1,0,0.7846264268336833,0.2153735731663166
1212,3.258096538021482,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1213,3.2188758248682006,1.9781283799793465,0,1,0,0,0,2,0,0,0.8369888141728653,0.16301118582713472
1214,3.258096538021482,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1215,3.4965075614664802,3.279029747687948,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1216,3.6635616461296463,3.9671620205431943,1,3,1,0,180,0,1,1,0.18029039984971268,0.8197096001502873
1217,3.1354942159291497,1.9530276168241774,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1218,2.4849066497880004,2.277267285009756,1,3,5,3,72,1,1,1,0.18029039984971268,0.8197096001502873
1219,3.828641396489095,3.6788291182604347,0,1,1,0,93,0,0,0,0.7677840935733482,0.23221590642665202
1220,3.367295829986474,2.5649493574615367,0,1,3,1,138,1,1,0,0.8144130037698272,0.18558699623017283
1221,3.044522437723423,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1222,3.871201010907891,2.217843864538955,1,2,5,2,60,1,1,1,0.1979014857955954,0.8020985142044046
1223,3.6635616461296463,3.391147045808654,0,1,0,0,0,0,0,0,0.8369888141728653,0.16301118582713472
1225,2.9444389791664403,1.6577009535716105,1,2,5,2,130,2,0,1,0.18029039984971268,0.8197096001502873
1226,3.295836866004329,2.0663309725297405,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1227,3.4011973816621555,3.258096538021482,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1228,3.4657359027997265,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1229,3.6635616461296463,1.9781283799793465,0,1,4,2,0,2,0,0,0.8369888141728653,0.16301118582713472
1230,3.2188758248682006,2.3513752571634776,0,1,0,0,203,1,1,0,0.7695210717474825,0.23047892825251734
1232,2.8903717578961645,2.3513752571634776,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1233,3.4657359027997265,2.0254076531873504,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1235,4.060443010546419,4.852673026053771,1,2,5,1,95,0,0,1,0.18029039984971268,0.8197096001502873
1237,2.772588722239781,2.0347056478384444,1,3,0,0,0,2,1,1,0.2070362814551862,0.7929637185448137
1238,3.258096538021482,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1239,3.6375861597263857,1.9781283799793465,1,2,0,0,0,2,0,1,0.22467567326929577,0.7753243267307042
1240,3.1780538303479458,2.6026896854443837,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1241,3.4339872044851463,2.3513752571634776,1,3,1,0,78,1,1,1,0.18029039984971268,0.8197096001502873
1242,3.8066624897703196,3.455658735778192,1,2,5,1,44,0,0,1,0.18029039984971268,0.8197096001502873
1243,3.2188758248682006,2.3513752571634776,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1244,2.8903717578961645,2.3513752571634776,0,1,1,0,34,1,1,0,0.8369888141728653,0.16301118582713472
1245,3.8918202981106265,2.5649493574615367,0,1,5,3,173,1,1,0,0.8023496407971077,0.19765035920289237
1246,-1.7719568419318752,1.637782385443243,1,3,5,3,43,2,1,1,0.2718295711944604,0.7281704288055397
1247,3.912023005428146,3.258096538021482,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1248,4.07753744390572,3.2480306620316934,1,2,3,2,164,0,1,1,0.18029039984971268,0.8197096001502873
1251,3.4011973816621555,2.0509134580652977,1,2,3,1,172,2,1,1,0.18029039984971268,0.8197096001502873
1252,2.6741486494265287,4.242045918369452,0,4,5,8,65,2,1,0,0.8369888141728653,0.16301118582713472
1253,3.1780538303479458,2.512419131047457,1,2,5,2,196,1,0,1,0.18029039984971268,0.8197096001502873
1254,3.4339872044851463,2.3513752571634776,1,2,0,0,215,1,1,1,0.22306081764116903,0.776939182358831
1255,3.295836866004329,2.1590033645160216,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1256,3.2188758248682006,3.3221848376322423,1,2,3,1,127,0,0,1,0.18029039984971268,0.8197096001502873
1259,3.091042453358316,1.735126127597597,1,3,0,0,24,2,1,1,0.20336503763689615,0.7966349623631038
1260,3.8066624897703196,3.391147045808654,1,2,5,1,216,0,0,1,0.1917034483002261,0.8082965516997739
1261,3.367295829986474,2.6288843311163475,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
1262,3.044522437723423,2.4423470353692043,0,1,2,1,0,1,1,0,0.8369888141728653,0.16301118582713472
1263,3.4339872044851463,3.292126286607793,1,3,1,0,118,0,0,1,0.18029039984971268,0.8197096001502873
1264,3.8918202981106265,4.4717415496938635,0,1,1,0,195,0,1,0,0.7787806497991018,0.22121935020089817
1265,3.784189633918261,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1266,3.9889840465642745,3.306377415017057,1,2,5,2,143,0,1,1,0.18029039984971268,0.8197096001502873
1267,3.8066624897703196,3.6238646290854835,1,3,1,0,114,0,0,1,0.18029039984971268,0.8197096001502873
1268,3.091042453358316,2.1590033645160216,1,3,2,2,0,2,1,0,0.550796756035639,0.44920324396436095
1269,3.044522437723423,2.4423470353692043,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1270,4.007333185232471,3.912023005428146,0,1,0,0,0,0,1,0,0.8369888141728653,0.16301118582713472
1271,1.6094379124341003,3.4464097244837033,0,4,5,6,12,2,1,0,0.7741077867489663,0.22589221325103376
1273,3.258096538021482,2.0642263758733557,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1275,2.9444389791664403,2.0856720914304723,1,2,3,1,187,2,1,1,0.196712472442287,0.8032875275577129
1277,3.1780538303479458,2.5649493574615367,1,3,5,3,173,1,1,1,0.18029039984971268,0.8197096001502873
1278,3.1780538303479458,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1279,4.04305126783455,2.5649493574615367,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1280,3.044522437723423,2.0476928433652555,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1281,1.791759469228055,1.4386495914538187,0,4,5,4,4,2,1,0,0.78343300889338,0.21656699110662006
1282,3.1354942159291497,3.1516670751747506,0,1,1,0,155,0,1,0,0.7825767081393943,0.21742329186060566
1283,3.9318256327243257,2.9806186357439426,1,2,5,1,198,0,1,1,0.18029039984971268,0.8197096001502873
1284,2.5649493574615367,1.9095425048844386,0,4,5,2,104,2,1,1,0.18457532223427273,0.8154246777657272
1285,3.8501476017100584,2.3513752571634776,0,1,0,0,0,1,1,0,0.8369888141728653,0.16301118582713472
1286,3.367295829986474,3.092178171822243,0,1,5,4,73,2,1,0,0.8369888141728653,0.16301118582713472
1287,2.8903717578961645,3.4011973816621555,1,2,3,1,205,0,1,1,0.2111402661978372,0.7888597338021628
1288,3.1780538303479458,1.9810014688665833,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1289,3.871201010907891,3.6788291182604347,1,2,5,2,168,0,0,1,0.18029039984971268,0.8197096001502873
1290,3.091042453358316,2.0509134580652977,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
1291,3.4339872044851463,2.0455356796500372,0,1,0,0,0,2,2,0,0.8369888141728653,0.16301118582713472
1292,3.4011973816621555,3.7188429074828777,1,3,0,0,117,0,1,1,0.18029039984971268,0.8197096001502873
1293,3.6375861597263857,2.3513752571634776,0,1,3,1,133,1,1,0,0.8124453417439984,0.18755465825600176
1294,3.091042453358316,3.391147045808654,1,3,5,1,216,0,0,1,0.17528137570765176,0.8247186242923481
1295,2.833213344056216,3.159125820462427,0,1,1,0,39,0,1,0,0.8369888141728653,0.16301118582713472
1296,3.7612001156935624,3.32218303393412,0,1,2,1,0,0,0,0,0.8369888141728653,0.16301118582713472
1297,2.995732273553991,2.6291873526764853,0,1,0,0,0,1,0,0,0.8369888141728653,0.16301118582713472
1298,3.1354942159291497,2.3513752571634776,0,1,2,1,0,1,1,0,0.8369888141728653,0.16301118582713472
1299,3.912023005428146,3.744787086052232,0,1,5,2,128,0,0,0,0.6918571699047075,0.30814283009529264
1301,1.0986122886681098,1.5242430663708686,1,3,5,2,212,2,1,1,0.17528137570765176,0.8247186242923481
1303,3.6109179126442243,3.4011973816621555,1,2,3,1,86,0,2,1,0.18029039984971268,0.8197096001502873
1304,3.332204510175204,2.0509134580652977,1,3,0,0,0,2,1,1,0.23819884724735463,0.7618011527526454
1306,3.6635616461296463,4.690430029938915,1,2,0,0,110,0,0,1,0.18029039984971268,0.8197096001502873
1307,3.6506582412937387,1.9810014688665833,0,1,0,0,0,2,1,0,0.8369888141728653,0.16301118582713472
